City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
275,Te Anau,89,NZ,2022-06-11 15:41:47,96,-45.4167,167.7167,38.7,4.9
276,Staryy Nadym,100,RU,2022-06-11 15:41:47,59,65.6118,72.6842,67.14,10.02
277,Cabedelo,48,BR,2022-06-11 15:41:48,72,-6.9811,-34.8339,75.87,5.01
278,Quelimane,40,MZ,2022-06-11 15:41:48,73,-17.8786,36.8883,75.15,8.05
279,Dali,99,CN,2022-06-11 15:41:48,90,25.7,100.1833,63.37,4.99
280,Kitimat,100,CA,2022-06-11 15:41:32,24,54.0524,-128.6534,53.98,1.01
281,Bridlington,53,GB,2022-06-11 15:41:49,63,54.0831,-0.1919,69.89,15.68
282,Usinsk,100,RU,2022-06-11 15:41:49,67,65.9939,57.5281,44.85,22.06
283,Chuy,65,UY,2022-06-11 15:41:49,60,-33.6971,-53.4616,52.74,17.81
284,Wenling,100,CN,2022-06-11 15:41:50,94,28.3669,121.36,67.86,4.88
285,Gweta,0,BW,2022-06-11 15:41:50,26,-20.1833,25.2333,64.85,8.43
286,Yabrud,0,SY,2022-06-11 15:41:51,18,33.9674,36.6574,81.88,12.46
287,Lata,39,PT,2022-06-11 15:41:51,50,40.1629,-8.3327,85.5,9.19
288,Mutoko,31,ZW,2022-06-11 15:41:51,63,-17.397,32.2268,58.71,9.95
289,Sorland,97,NO,2022-06-11 15:41:52,89,67.667,12.6934,49.86,5.06
290,Nikolskoye,38,RU,2022-06-11 15:41:52,48,59.7035,30.7861,73.29,5.3
291,Talnakh,8,RU,2022-06-11 15:41:52,46,69.4865,88.3972,63.21,8.19
292,Adre,28,TD,2022-06-11 15:41:53,36,13.4667,22.2,87.69,16.73
293,Wakkanai,99,JP,2022-06-11 15:37:03,95,45.4094,141.6739,49.35,5.82
294,Jega,36,NG,2022-06-11 15:41:53,29,12.2175,4.3792,99.66,11.32
295,Colquiri,1,BO,2022-06-11 15:41:54,24,-17.4167,-67.1333,41.11,3.71
296,Muzaffarabad,59,PK,2022-06-11 15:41:54,45,34.37,73.4711,77.2,8.61
297,Malakal,100,SS,2022-06-11 15:41:55,43,9.5334,31.6605,88.57,6.24
298,Kavaratti,74,IN,2022-06-11 15:41:55,78,10.5669,72.642,83.5,16.78
299,Mehamn,100,NO,2022-06-11 15:41:55,70,71.0357,27.8492,46.31,9.84
300,Luwuk,69,ID,2022-06-11 15:41:56,86,-0.9516,122.7875,77.61,1.19
301,Ngunguru,62,NZ,2022-06-11 15:41:56,82,-35.6167,174.5,58.69,15.93
302,Barguzin,15,RU,2022-06-11 15:41:56,84,53.6167,109.6167,52.27,2.21
303,Bara,31,NG,2022-06-11 15:41:57,32,10.3744,10.7288,96.51,8.97
304,Rock Sound,70,BS,2022-06-11 15:41:58,77,24.9,-76.2,80.94,14.79
305,Dongsheng,100,CN,2022-06-11 15:41:58,21,39.8161,109.9776,60.66,6.82
306,Leningradskiy,99,RU,2022-06-11 15:41:58,77,69.3833,178.4167,32.58,11.5
307,Tucuma,100,BR,2022-06-11 15:38:09,82,-0.1833,-50.05,79.79,5.03
308,Lasa,0,IT,2022-06-11 15:41:59,36,46.6166,10.7002,81.7,5.66
309,Bhinmal,0,IN,2022-06-11 15:41:59,39,25.0,72.25,94.44,10.47
310,Marsa Matruh,0,EG,2022-06-11 15:42:00,73,31.3525,27.2453,77.2,16.11
311,Upernavik,13,GL,2022-06-11 15:42:00,80,72.7868,-56.1549,28.36,11.9
312,Sept-Iles,75,CA,2022-06-11 15:39:56,67,50.2001,-66.3821,66.72,11.5
313,Provideniya,44,RU,2022-06-11 15:42:01,77,64.3833,-173.3,36.36,2.33
314,Krasnovishersk,100,RU,2022-06-11 15:42:01,93,60.4078,57.082,53.58,10.07
315,Yarada,75,IN,2022-06-11 15:42:01,78,17.65,83.2667,82.72,6.91
316,Necochea,64,AR,2022-06-11 15:37:03,52,-38.5473,-58.7368,52.03,11.52
317,Mangai,0,CD,2022-06-11 15:42:02,38,-4.05,19.5333,84.79,1.54
318,Saku,100,JP,2022-06-11 15:42:02,93,36.2167,138.4833,59.77,3.49
319,General Roca,64,AR,2022-06-11 15:42:03,25,-39.0333,-67.5833,58.14,4.47
320,Acapulco,75,MX,2022-06-11 15:43:03,74,16.8634,-99.8901,82.22,5.75
321,San Jose,20,US,2022-06-11 15:43:04,57,37.3394,-121.895,82.22,0.0
322,Una,100,IN,2022-06-11 15:43:04,79,20.8167,71.0333,82.51,11.41
323,Dekar,0,BW,2022-06-11 15:43:04,33,-21.5333,21.9333,62.53,7.76
324,Leopold,75,AU,2022-06-11 15:43:05,90,-38.1833,144.4667,51.1,19.57
325,Ulaangom,3,MN,2022-06-11 15:43:05,31,49.9811,92.0667,63.07,1.68
326,Abu Dhabi,0,AE,2022-06-11 15:43:05,50,24.4667,54.3667,93.22,16.11
327,Eydhafushi,100,MV,2022-06-11 15:43:06,74,5.1033,73.0708,83.41,10.85
328,Fortuna,40,US,2022-06-11 15:43:06,94,40.5982,-124.1573,65.32,0.0
329,Hvolsvollur,98,IS,2022-06-11 15:43:07,59,63.7533,-20.2243,54.27,9.28
330,Kiruna,75,SE,2022-06-11 15:43:07,94,67.8557,20.2251,52.72,3.44
331,Zuhres,5,UA,2022-06-11 15:43:07,53,48.0114,38.2644,77.72,4.99
332,Xining,98,CN,2022-06-11 15:43:08,86,36.6167,101.7667,48.99,2.91
333,Abha,40,SA,2022-06-11 15:43:08,36,18.2164,42.5053,85.82,11.5
334,Balakhta,19,RU,2022-06-11 15:43:09,68,55.38,91.6,61.48,4.32
335,Pontianak,20,ID,2022-06-11 15:43:09,100,-0.0333,109.3333,76.98,2.3
336,Aurangabad,98,IN,2022-06-11 15:42:14,80,19.8833,75.3333,76.86,10.11
337,Metro,100,ID,2022-06-11 15:43:10,92,-5.1131,105.3067,75.33,5.01
338,Maracaju,93,BR,2022-06-11 15:41:34,40,-21.6144,-55.1683,63.7,8.23
339,Mumford,70,GH,2022-06-11 15:43:10,80,5.2618,-0.759,79.21,14.27
340,Grande Prairie,75,CA,2022-06-11 15:43:10,51,55.1667,-118.8027,60.98,11.5
341,Buala,32,SB,2022-06-11 15:43:11,80,-8.145,159.5921,79.16,3.98
342,Damghan,42,IR,2022-06-11 15:43:11,42,36.1683,54.348,74.46,7.67
343,Amapa,100,BR,2022-06-11 15:43:12,91,1.0,-52.0,74.44,1.74
344,Port Augusta,12,AU,2022-06-11 15:43:12,89,-32.5,137.7667,50.07,6.78
345,Nishihara,75,JP,2022-06-11 15:43:12,97,26.1842,127.7558,77.05,9.22
346,Dourbali,63,TD,2022-06-11 15:43:13,22,11.8091,15.8632,101.46,8.12
347,Labuhan,40,ID,2022-06-11 15:43:13,82,-6.8844,112.2051,80.42,6.11
348,Ilam,35,NP,2022-06-11 15:43:14,84,26.9167,87.9167,70.79,3.74
349,Berdigestyakh,59,RU,2022-06-11 15:43:14,80,62.0989,126.6992,50.16,2.51
350,Cardston,99,CA,2022-06-11 15:43:14,59,49.2,-113.3019,64.69,4.61
351,Andenes,75,NO,2022-06-11 15:43:15,93,69.3143,16.1194,46.38,10.36
352,Along,100,IN,2022-06-11 15:43:15,99,28.1667,94.7667,73.33,0.6
353,Ridgecrest,0,US,2022-06-11 15:43:15,22,35.6225,-117.6709,90.68,8.99
354,Requena,0,ES,2022-06-11 15:43:16,28,39.4883,-1.1004,79.79,12.37
355,Beterou,71,BJ,2022-06-11 15:43:16,51,9.1992,2.2586,88.43,5.3
356,Cayenne,75,GF,2022-06-11 15:43:16,12,4.9333,-52.3333,85.08,9.22
357,Sumkino,77,RU,2022-06-11 15:43:17,94,58.1108,68.3244,57.61,4.9
358,Saint-Pierre,20,RE,2022-06-11 15:43:17,64,-21.3393,55.4781,71.28,10.36
359,Anadyr,0,RU,2022-06-11 15:43:17,45,64.75,177.4833,43.3,4.47
360,Kharp,47,RU,2022-06-11 15:43:18,59,66.8014,65.8081,65.21,3.62
361,Miri,40,MY,2022-06-11 15:43:18,89,4.4148,114.0089,80.74,3.44
362,Mount Isa,100,AU,2022-06-11 15:43:19,40,-20.7333,139.5,53.37,2.3
363,Hambantota,100,LK,2022-06-11 15:44:19,81,6.1241,81.1185,80.96,16.22
364,Sorong,28,ID,2022-06-11 15:44:19,76,-0.8833,131.25,81.9,11.07
365,Sindor,100,RU,2022-06-11 15:44:20,89,62.8629,51.8905,41.81,12.62
366,Rodrigues Alves,100,BR,2022-06-11 15:44:20,88,-7.738,-72.6509,73.6,4.9
367,San Lorenzo,0,PY,2022-06-11 15:42:48,62,-25.3333,-57.5333,52.74,9.22
368,Kupang,100,ID,2022-06-11 15:44:20,73,-10.1667,123.5833,77.68,13.06
369,Hollins,75,US,2022-06-11 15:44:21,58,37.3413,-79.9431,76.6,5.01
370,Rawson,40,AR,2022-06-11 15:40:49,38,-43.3002,-65.1023,56.7,9.22
371,Kaeo,32,NZ,2022-06-11 15:44:21,97,-35.1,173.7833,56.32,15.61
372,Srivardhan,100,IN,2022-06-11 15:44:22,84,18.0333,73.0167,80.35,12.88
373,Alofi,43,NU,2022-06-11 15:44:22,100,-19.0595,-169.9187,73.29,5.75
374,Ormara,83,PK,2022-06-11 15:44:23,78,25.2088,64.6357,83.05,6.35
375,Husavik,100,IS,2022-06-11 15:44:23,97,66.0449,-17.3389,45.37,5.79
376,Svetlogorsk,93,BY,2022-06-11 15:44:23,77,52.6333,29.7333,72.57,9.84
377,Kaitangata,78,NZ,2022-06-11 15:44:24,80,-46.2817,169.8464,34.41,6.02
378,Vysokogornyy,2,RU,2022-06-11 15:44:24,95,50.1167,139.15,39.69,2.15
379,Torbay,75,CA,2022-06-11 15:44:24,64,47.6666,-52.7314,70.57,19.57
380,Teahupoo,70,PF,2022-06-11 15:44:25,80,-17.8333,-149.2667,67.96,21.25
381,Lodhran,10,PK,2022-06-11 15:44:25,16,29.5405,71.6336,103.17,12.01
382,Ostersund,0,SE,2022-06-11 15:44:25,72,63.1792,14.6357,61.61,15.01
383,Tsiroanomandidy,50,MG,2022-06-11 15:44:26,58,-18.7667,46.0333,67.64,5.86
384,Porto Novo,89,BJ,2022-06-11 15:44:26,86,6.4965,2.6036,75.02,10.58
385,Kovdor,85,RU,2022-06-11 15:44:26,32,67.5662,30.4758,67.66,10.27
386,Vestmannaeyjar,40,IS,2022-06-11 15:44:27,76,63.4427,-20.2734,54.59,11.5
387,Bowen,94,AU,2022-06-11 15:44:27,73,-20.0167,148.2333,56.32,7.72
388,Laguna,0,US,2022-06-11 15:44:27,58,38.421,-121.4238,85.08,5.75
389,Rioblanco,99,CO,2022-06-11 15:44:28,83,3.5308,-75.6806,68.7,3.33
390,Corrales,0,US,2022-06-11 15:42:50,19,35.2378,-106.6067,92.98,6.91
391,Shache,4,CN,2022-06-11 15:44:28,15,38.4167,77.2406,84.65,5.93
392,Roebourne,0,AU,2022-06-11 15:44:29,76,-20.7833,117.1333,73.94,5.84
393,Okhotsk,57,RU,2022-06-11 15:44:29,95,59.3833,143.3,39.96,1.01
394,Auki,4,SB,2022-06-11 15:44:29,86,-8.7676,160.7034,76.01,3.83
395,Buta,50,CD,2022-06-11 15:44:30,77,2.7858,24.73,77.77,2.26
396,Sidi Ali,0,DZ,2022-06-11 15:44:30,33,36.0998,0.4206,84.78,16.6
397,Georgiyevka,0,KZ,2022-06-11 15:44:30,43,43.0369,74.7114,75.24,6.71
398,Cotonou,75,BJ,2022-06-11 15:42:33,94,6.3654,2.4183,75.18,3.44
399,Santo Antonio Do Sudoeste,97,BR,2022-06-11 15:44:31,45,-26.0736,-53.7253,52.3,5.37
400,Igarka,100,RU,2022-06-11 15:44:31,46,67.4667,86.5833,61.86,12.19
401,Namibe,4,AO,2022-06-11 15:44:32,54,-15.1961,12.1522,75.56,10.67
402,Raga,88,SS,2022-06-11 15:44:32,71,8.4596,25.678,78.28,3.87
403,Ilheus,40,BR,2022-06-11 15:44:32,74,-14.7889,-39.0494,84.02,5.75
404,Itoman,75,JP,2022-06-11 15:44:33,96,26.1247,127.6694,77.77,9.22
405,Buraydah,0,SA,2022-06-11 15:44:33,8,26.326,43.975,108.05,9.4
406,Asau,85,RO,2022-06-11 15:44:33,100,46.4333,26.4,65.95,5.1
407,Urusha,28,RU,2022-06-11 15:44:34,56,54.05,122.9,55.35,0.56
408,Agdam,95,AZ,2022-06-11 15:44:34,55,39.991,46.9274,74.05,5.23
409,Amga,100,RU,2022-06-11 15:45:35,67,60.8953,131.9608,55.51,3.2
410,Eldorado,96,BR,2022-06-11 15:45:35,51,-23.7869,-54.2836,57.63,9.91
411,Nyurba,100,RU,2022-06-11 15:45:35,82,63.2842,118.3319,49.37,5.91
412,Dondo,4,MZ,2022-06-11 15:45:36,88,-19.6094,34.7431,71.11,5.64
413,Opuwo,0,NA,2022-06-11 15:45:36,25,-18.0607,13.84,74.48,5.5
414,Port Hardy,75,CA,2022-06-11 15:45:28,82,50.6996,-127.4199,53.78,2.3
415,Kashi,40,CN,2022-06-11 15:45:37,22,39.4547,75.9797,79.81,13.42
416,Golden Gate,0,US,2022-06-11 15:45:37,83,26.1879,-81.6951,86.99,5.75
417,Alihe,58,CN,2022-06-11 15:45:37,64,50.5667,123.7167,55.72,2.21
418,Daimiel,20,ES,2022-06-11 15:45:38,15,39.07,-3.615,102.04,3.44
419,Padang,100,ID,2022-06-11 15:45:38,95,-0.9492,100.3543,71.65,6.71
420,Waw,81,SS,2022-06-11 15:45:39,55,7.7029,27.9953,85.57,4.63
421,Eloy,9,US,2022-06-11 15:45:39,22,32.7559,-111.5548,98.4,4.97
422,Goderich,50,CA,2022-06-11 15:45:39,68,43.7501,-81.7165,64.72,9.22
423,Bairiki,40,KI,2022-06-11 15:45:40,78,1.3292,172.9752,80.6,9.22
424,Mogadishu,33,SO,2022-06-11 15:45:40,82,2.0371,45.3438,79.32,18.34
425,Nikki,66,BJ,2022-06-11 15:45:40,49,9.9401,3.2108,88.56,7.7
426,Esperance,30,AU,2022-06-11 15:40:49,74,-33.8667,121.9,55.72,17.27
427,Port Macquarie,0,AU,2022-06-11 15:42:25,70,-31.4333,152.9167,44.49,4.61
428,Hofn,100,IS,2022-06-11 15:45:41,75,64.2539,-15.2082,51.39,5.93
429,Osypenko,1,UA,2022-06-11 15:45:41,49,46.9136,36.8253,80.24,6.2
430,Manoel Urbano,100,BR,2022-06-11 15:45:42,71,-8.8389,-69.2597,72.28,5.79
431,Sao Joao Da Barra,100,BR,2022-06-11 15:42:26,82,-21.6403,-41.0511,69.89,12.5
432,Oia,8,PT,2022-06-11 15:45:42,65,40.5426,-8.5386,86.83,5.01
433,Zavyalovo,80,RU,2022-06-11 15:45:42,80,54.5053,82.4484,63.55,25.72
434,Teya,81,RU,2022-06-11 15:45:43,55,60.3778,92.6267,60.31,4.54
435,Morro Bay,9,US,2022-06-11 15:45:43,50,35.3658,-120.8499,86.25,1.99
436,Tarabuco,14,BO,2022-06-11 15:45:44,36,-19.1667,-64.9167,48.78,5.95
437,Sauda,89,NO,2022-06-11 15:45:44,79,59.6506,6.3542,59.68,10.11
438,Klaksvik,80,FO,2022-06-11 15:45:12,99,62.2266,-6.589,56.32,9.69
439,Akdepe,37,TM,2022-06-11 15:45:44,33,42.0551,59.3788,82.49,14.43
440,Sitka,100,US,2022-06-11 15:45:45,82,57.0531,-135.33,51.69,4.61
441,Coquimbo,100,CL,2022-06-11 15:43:22,87,-29.9533,-71.3436,51.53,4.61
442,Sur,0,OM,2022-06-11 15:44:56,67,22.5667,59.5289,89.96,5.57
443,Srednekolymsk,55,RU,2022-06-11 15:45:45,75,67.45,153.6833,49.68,3.47
444,Sai Buri,100,TH,2022-06-11 15:45:46,84,6.7013,101.6168,78.28,5.61
445,China,0,MX,2022-06-11 15:45:46,47,25.7,-99.2333,90.68,8.14
446,Gniezno,58,PL,2022-06-11 15:45:47,58,52.5348,17.5826,71.51,5.53
447,Nome,0,US,2022-06-11 15:44:17,70,64.5011,-165.4064,38.16,9.22
448,Castlemaine,92,AU,2022-06-11 15:45:47,79,-37.0667,144.2167,47.28,14.97
449,Dubbo,100,AU,2022-06-11 15:45:47,66,-32.25,148.6167,46.53,11.5
450,Ballina,3,AU,2022-06-11 15:45:49,72,-28.8667,153.5667,50.94,11.7
451,Huaihua,100,CN,2022-06-11 15:45:49,98,27.5494,109.9592,69.98,2.42
452,Mapiri,34,BO,2022-06-11 15:45:50,52,-15.25,-68.1667,73.54,1.79
453,Peniche,4,PT,2022-06-11 15:45:19,74,39.3558,-9.3811,82.29,18.86
454,Nelson Bay,0,AU,2022-06-11 15:45:50,63,-32.7167,152.15,51.1,4.0
455,Bartica,100,GY,2022-06-11 15:45:51,85,6.4,-58.6167,80.92,4.16
456,San Luis,0,AR,2022-06-11 15:45:51,32,-33.295,-66.3356,62.89,11.95
457,Banjar,76,ID,2022-06-11 15:46:53,90,-8.19,114.9675,77.67,2.84
458,La Trinite,100,MQ,2022-06-11 15:46:53,29,14.7376,-60.9629,87.85,21.85
459,Arrifes,75,PT,2022-06-11 15:46:53,77,37.7667,-25.7,66.45,9.22
460,Cockburn Town,40,TC,2022-06-11 15:46:51,66,21.4612,-71.1419,85.96,16.11
461,Kirkuk,0,IQ,2022-06-11 15:46:54,14,35.4681,44.3922,96.48,9.82
462,Plettenberg Bay,40,ZA,2022-06-11 15:46:54,27,-34.0527,23.3716,74.55,9.33
463,Launceston,40,AU,2022-06-11 15:46:55,53,-41.45,147.1667,50.81,21.85
464,Port Blair,40,IN,2022-06-11 15:46:55,83,11.6667,92.75,82.44,6.91
465,Voh,42,NC,2022-06-11 15:46:56,92,-20.9667,164.7,70.2,1.66
466,Obo,87,CF,2022-06-11 15:46:56,88,5.3998,26.4869,71.67,5.93
467,Ronde,40,DK,2022-06-11 15:46:56,55,56.3014,10.4751,71.42,14.97
468,Chimore,100,BO,2022-06-11 15:46:57,64,-16.9833,-65.1333,67.35,2.15
469,Yumbe,100,UG,2022-06-11 15:46:57,63,3.4651,31.2469,75.25,1.9
470,Buin,0,CL,2022-06-11 15:46:57,25,-33.7333,-70.75,71.87,1.79
471,Berlevag,75,NO,2022-06-11 15:46:58,81,70.8578,29.0864,60.6,21.85
472,Road Town,40,VG,2022-06-11 15:46:58,74,18.4167,-64.6167,87.89,17.27
473,Nueva Loja,100,EC,2022-06-11 15:46:58,100,0.0847,-76.8828,71.62,2.3
474,Tecpan,100,GT,2022-06-11 15:46:59,58,14.7623,-90.9947,62.89,2.57
475,La Asuncion,59,VE,2022-06-11 15:46:59,79,11.0333,-63.8628,83.93,14.97
476,Tumbotino,55,RU,2022-06-11 15:47:00,76,55.9993,43.0236,64.53,5.48
477,Baherden,92,TM,2022-06-11 15:47:00,35,38.4362,57.4316,84.72,8.93
478,Grand Island,41,US,2022-06-11 15:47:00,68,40.925,-98.342,83.61,5.01
479,Fukue,32,JP,2022-06-11 15:47:01,79,32.6881,128.8419,69.96,16.08
480,Cabra,4,ES,2022-06-11 15:47:01,13,37.4725,-4.4421,100.65,5.01
481,Belmonte,88,BR,2022-06-11 15:47:01,68,-15.8631,-38.8828,80.8,6.73
482,Waitati,93,NZ,2022-06-11 15:47:02,60,-45.75,170.5667,44.8,7.72
483,Bom Jesus,98,BR,2022-06-11 15:47:02,27,-9.0744,-44.3586,97.47,2.21
484,Finote Selam,62,ET,2022-06-11 15:47:03,70,10.7,37.2667,66.56,3.78
485,Baykit,98,RU,2022-06-11 15:47:03,55,61.67,96.37,57.06,5.53
486,Kyshtovka,0,RU,2022-06-11 15:47:03,90,56.555,76.6271,57.94,7.9
487,Stornoway,75,GB,2022-06-11 15:47:04,93,58.2093,-6.3865,55.36,25.32
488,Trinidad,99,BO,2022-06-11 15:47:04,60,-14.8333,-64.9,69.78,16.11
489,Hailar,100,CN,2022-06-11 15:47:05,62,49.2,119.7,61.79,13.71
490,Hualmay,42,PE,2022-06-11 15:47:05,72,-11.0964,-77.6139,67.51,10.4
491,Pont-Rouge,57,CA,2022-06-11 15:47:05,75,46.7566,-71.6978,68.59,9.35
492,Camacha,40,PT,2022-06-11 15:45:45,73,33.0833,-16.3333,67.42,14.97
493,Marawi,99,PH,2022-06-11 15:47:06,93,7.9986,124.2928,68.88,2.57
494,Haines Junction,99,CA,2022-06-11 15:47:07,66,60.7522,-137.5108,48.15,1.14
495,Tupik,61,RU,2022-06-11 15:47:07,63,54.4253,119.9327,55.4,3.67
496,Saint George,8,US,2022-06-11 15:43:07,19,37.1041,-113.5841,90.79,1.99
497,Atherton,65,GB,2022-06-11 15:47:08,56,53.5237,-2.4935,68.76,8.99
498,Ornskoldsvik,88,SE,2022-06-11 15:47:08,66,63.2909,18.7153,60.1,13.98
499,Diego De Almagro,0,CL,2022-06-11 15:47:08,19,-26.3667,-70.05,71.31,5.01
500,Korla,45,CN,2022-06-11 15:47:09,17,41.7597,86.1469,84.04,14.14
501,Dogbo,97,BJ,2022-06-11 15:47:09,91,6.8167,1.7833,76.26,8.5
502,Portland,100,US,2022-06-11 15:46:40,93,45.5234,-122.6762,62.29,3.44
503,Kalianget,26,ID,2022-06-11 15:48:10,81,-7.05,113.9333,81.01,5.21
504,Naantali,0,FI,2022-06-11 15:48:10,59,60.4674,22.0243,67.32,13.8
505,Ossora,100,RU,2022-06-11 15:48:10,81,59.2353,163.0719,43.54,6.02
506,Fort Nelson,40,CA,2022-06-11 15:45:25,100,58.8053,-122.7002,49.59,4.61
507,Dingtao,100,CN,2022-06-11 15:48:11,38,35.0683,115.5625,81.46,11.16
508,Orlik,35,RU,2022-06-11 15:48:11,49,52.5178,99.825,54.18,1.92
509,Bosobolo,68,CD,2022-06-11 15:48:12,75,4.1833,19.9,78.8,3.13
510,Dunmore Town,49,BS,2022-06-11 15:48:12,74,25.5,-76.65,81.81,14.16
511,Qui Nhon,100,VN,2022-06-11 15:48:12,86,13.7667,109.2333,79.79,4.85
512,Simav,80,TR,2022-06-11 15:48:13,60,39.0882,28.9777,70.12,9.26
513,Kamenka,86,RU,2022-06-11 15:48:13,70,51.3223,42.7678,71.6,4.88
514,Soe,100,ID,2022-06-11 15:48:13,89,-9.8607,124.284,63.54,4.59
515,Coffs Harbour,1,AU,2022-06-11 15:48:14,93,-30.3,153.1333,42.13,2.3
516,Angoche,6,MZ,2022-06-11 15:48:14,77,-16.2325,39.9086,71.53,9.91
517,Mezen,1,RU,2022-06-11 15:48:15,52,65.8522,44.24,50.81,6.96
518,Aksehir,2,TR,2022-06-11 15:48:15,43,38.3575,31.4164,72.64,14.25
519,Ler,93,SS,2022-06-11 15:48:15,78,8.3018,30.1418,76.73,10.36
520,Grafton,0,US,2022-06-11 15:48:16,45,42.207,-71.6856,76.87,5.75
521,Batsfjord,40,NO,2022-06-11 15:48:16,47,70.6345,29.7185,60.58,10.36
522,Altamira,100,BR,2022-06-11 15:46:53,90,-3.2033,-52.2064,74.79,3.47
523,Nkowakowa,0,ZA,2022-06-11 15:48:17,46,-23.8878,30.2871,60.51,0.74
524,Champerico,100,GT,2022-06-11 15:48:17,72,14.3,-91.9167,82.94,1.19
525,Marystown,100,CA,2022-06-11 15:48:17,75,47.1666,-55.1483,59.05,13.65
526,Rivera,0,UY,2022-06-11 15:48:18,37,-30.9053,-55.5508,50.61,11.14
527,Arrecife,20,ES,2022-06-11 15:48:18,65,28.963,-13.5477,76.98,20.71
528,Ajdabiya,0,LY,2022-06-11 15:48:19,65,30.7554,20.2263,77.09,19.24
529,Chimbote,79,PE,2022-06-11 15:48:19,74,-9.0853,-78.5783,68.22,9.33
530,Zverinogolovskoye,70,RU,2022-06-11 15:48:19,91,54.4586,64.8542,58.3,7.7
531,Harwich,18,GB,2022-06-11 15:48:20,53,51.9419,1.2844,73.51,7.0
532,Tshikapa,1,CD,2022-06-11 15:48:20,32,-6.4167,20.8,84.76,2.48
533,San Borja,100,BO,2022-06-11 15:48:20,54,-14.8167,-66.85,72.39,5.32
534,Xichang,98,CN,2022-06-11 15:48:21,86,27.8964,102.2634,65.84,0.43
535,Skhisma,86,GR,2022-06-11 15:48:21,71,35.2667,25.7167,75.83,10.2
536,Svetlyy,1,RU,2022-06-11 15:48:22,65,54.675,20.1347,69.85,1.25
537,La Palma,40,US,2022-06-11 15:48:22,81,33.8464,-118.0467,83.97,1.01
538,Kailua,40,US,2022-06-11 15:47:17,78,21.4022,-157.7394,75.65,10.36
539,Partsa,60,RU,2022-06-11 15:48:23,70,54.3653,42.8617,65.55,5.28
540,Huarmey,83,PE,2022-06-11 15:48:23,73,-10.0681,-78.1522,68.67,9.95
541,Griffith,75,US,2022-06-11 15:48:23,73,41.5284,-87.4237,72.03,13.8
542,Altamont,99,US,2022-06-11 15:48:24,64,42.2068,-121.7372,66.4,3.0
543,Jinchang,0,CN,2022-06-11 15:48:24,21,38.4953,102.1739,67.06,5.59
544,Coro,33,VE,2022-06-11 15:46:57,62,11.4045,-69.6734,87.33,15.77
545,Ryotsu,100,JP,2022-06-11 15:48:25,85,38.0833,138.4333,61.77,13.6
546,Cap Malheureux,68,MU,2022-06-11 15:48:25,77,-19.9842,57.6142,70.47,5.01
547,Moreira Sales,100,BR,2022-06-11 15:48:25,56,-24.0622,-53.0069,55.94,9.8
548,College,75,US,2022-06-11 15:48:26,76,64.8569,-147.8028,52.07,0.0
549,Sassandra,100,CI,2022-06-11 15:49:26,91,4.95,-6.0833,75.9,7.67
550,Troutdale,100,US,2022-06-11 15:49:27,96,45.5393,-122.3873,61.99,1.99
551,Klamath Falls,99,US,2022-06-11 15:49:27,64,42.2249,-121.7817,66.49,3.0
552,Kushima,100,JP,2022-06-11 15:49:27,93,31.4583,131.2333,65.55,4.32
553,Kuruman,0,ZA,2022-06-11 15:49:28,35,-27.4524,23.4325,59.0,9.91
